,Time (s),Sigma_1 (Pa),Sigma_3 (Pa),Epsilon_1 (-),Epsilon_3 (-),D_0 (m),H_0 (m),Mass (kg)
0,0,3150000,3000000,"0,0000646875","0,00005915625","0,0400011437481735","0,0944064898688432","0,315884201286378"
1,"1032,72727272727","5416262,62626263",3000000,"0,000135508207070707","0,0000464085227272727","0,0400011437481735","0,0944064898688432","0,315884201286378"
2,"2065,45454545455",7100000,3000000,"0,000188125","0,0000369375","0,0400011437481735","0,0944064898688432","0,315884201286378"
3,"3098,18181818182",7100000,3000000,"0,000188125","0,0000369375","0,0400011437481735","0,0944064898688432","0,315884201286378"
4,"4130,90909090909",7100000,3000000,"0,000188125","0,0000369375","0,0400011437481735","0,0944064898688432","0,315884201286378"
5,"5163,63636363636",7100000,3000000,"0,000188125","0,0000369375","0,0400011437481735","0,0944064898688432","0,315884201286378"
6,"6196,36363636364",7100000,3000000,"0,000188125","0,0000369375","0,0400011437481735","0,0944064898688432","0,315884201286378"
7,"7229,09090909091",7100000,3000000,"0,000188125","0,0000369375","0,0400011437481735","0,0944064898688432","0,315884201286378"
8,"8261,81818181818",7100000,3000000,"0,000188125","0,0000369375","0,0400011437481735","0,0944064898688432","0,315884201286378"
9,"9294,54545454545",7100000,3000000,"0,000188125","0,0000369375","0,0400011437481735","0,0944064898688432","0,315884201286378"
10,"10327,2727272727",7100000,3000000,"0,000188125","0,0000369375","0,0400011437481735","0,0944064898688432","0,315884201286378"
11,11360,7100000,3000000,"0,000188125","0,0000369375","0,0400011437481735","0,0944064898688432","0,315884201286378"
12,"12392,7272727273",7100000,3000000,"0,000188125","0,0000369375","0,0400011437481735","0,0944064898688432","0,315884201286378"
13,"13425,4545454546",7100000,3000000,"0,000188125","0,0000369375","0,0400011437481735","0,0944064898688432","0,315884201286378"
14,"14458,1818181818",7100000,3000000,"0,000188125","0,0000369375","0,0400011437481735","0,0944064898688432","0,315884201286378"
15,"15490,9090909091",7100000,3000000,"0,000188125","0,0000369375","0,0400011437481735","0,0944064898688432","0,315884201286378"
16,"16523,6363636364",7100000,3000000,"0,000188125","0,0000369375","0,0400011437481735","0,0944064898688432","0,315884201286378"
